message,response
"I really don't have 75, I want looking for something more in the range of $20","20 is kind of low, how about 60"
"Hello, that is just way too much. How about $450?","This is made out of real maple wood, it is really sturdy and built to last forever..  Would you be willing to take 500"
"Hmm, that is a pretty good offer.",WIll you accept it?
Hello,"hi, are you interested in my car?"
Yes I am. Can I come by and take a look at it?,You absolutely can! Do you have any questions?
"Yes, is the car in good condition?","The car is in very good condition. My daughter is the one who drives it and she has always been a neat freak. The car is very clean inside and out. Oil changes and tune ups are done every 3,000 miles."
Would you be able to lower the price a bit for me?,3800 would be the absolute lowest and I will only do that if you are willing to be here by noon tomorrow. I won't hold it for long for that low of a price.
3800 would work for me. I will be there at noon tomorrow.,okay perfect! see you then!
It is nice.,"Hey there, you're interested in the table and chairs?"
Looks a little dated.,"Sure, but the table would run you 80-100 without the chairs. I'm having a going away party. What's your budget."
I am very interested.,"Alright, 100 dollars then? Also, can you pick it up, or should I find a way to try to drop it off?"
$100 is too much. It does look a little dated and cheap...but reasonable. There are also scratches. I need a deal.,$87 is a good deal?
I need it cheaper than that.,"I mean I'm including the chairs, are you going to pick it up from me? If not I can't go lower"
I will pick it up.,80 is final offer
Hello there,"Yes, I would love to buy the property, how's the location"
"It's great, close to San Francisco.","What's your offer, I'd like it for 2700."
"It normally goes for 3000, but I think I can do 2700, not too bad.",Thanks.
"Hello, What are the dimensions of the nightstand?","The night stand is 2 by 3, and dark color. Not sure about he model number but it is IKEA made. It has a small white paint and scratch."
"It's hard to tell with the lighting in the photo, is it dark brown or black?","Sorry, it is black in color. The paint is glossy to look at. It is a nice stand, and I have gotten good use of it. I am selling for $10."
"Ok, it should fit and look nice in my bedroom. Are you willing to negotiate the price at all?","I couldn't go much lower, can you handle $9"
factoring in my gas and time if I paid you 7 I'd spend 10 in total to get it to my house. Can you do $7?,I am sorry that is too low.
"Yes, will you accept 4000?","I'm sorry, I can't go that low. I've taken great care of this car, and despite the coat peeling, the body is in great shape (no dents or dings). I am willing to go down to $5200 if you can pay for it within 48 hours."
I can pay 5000 today,Fair enough. I'll send you an official offer for $4550.
"I am, but I'd love to see a picture of the selection you have. Description isn't the best",I wasn't able to list any pictures but if you'd like to come by and see it I'll be more than happy to accommodate you.
"Okay, I can swing by. If I think the chair, would you accept $12 for it?","I was hoping for at least $20 for it, I'll even throw in a brass desk lamp."
I can't do $20. I'm even coming out of my way since their aren't any pictures,"$17 is the best I can do, I can meet you today if you'd like."
"Yes, I was wondering if you have a case for them?","Yes, nice hard case for them for store and carry. I need the full $15 for them, they are new and awesome."
what about any additional ear bud covers?,"Yes, comes with an extra pair."
Awesome!,$15 then?
"Hey there. This table looks amazing. I really need a table like this, how much are you asking for it?",I'm looking to get a $1000 but I'd be willing to negoiate. The table is in excellent condition
"Hmm, okay. Well I've read the description and it sounds fantastic. It sounds like its in very good condition, so I will definitely be fine will paying more for it. Would you be able to do $900? I can come and pick it up in my truck.","If you can pick it up today, $900 sounds good to me. Ill even help you load it up!"
"I totally appreciate the compliment on this shirt, but I got it as a gift from my girlfriend's mom - and frankly I'm just wearing it to please her. I'll give you 30 and the shirt off my back.","okay, cool, i'll take your shirt for $30 but do you want to buy my TV? i'll give you a potato sack to wear in the mean time"
"The apartment looks great, but the price is a bit high for my budget. I can afford around 950?","The list price for the apartment is $1350, I am willing to go as low as $1190"
"That is a great price, but I need to make sure I can afford it. The highest I can go is 1060?",I will agree to an offer of $1060
Hello I am interested in this apartment?,"Hi, are you interested in the apartment?"
Yes I am how is the neighborhood?,"Great! The neighborhood is beautiful. There is a lot of natural space, and really close to a lot of great amenities, like downtown Berkeley but also a lot of shopping areas."
Is it walking distance from the college?,"It is right next to the bus stop, so I usually take the bus, but you could definitely walk on a nice day!"
Sounds good. Would you accept $1237 if i paid today with cash?,I really don't want to go below 1300 (I have to pay my student loans!) but I can let you move in right away if you'd like.
I can bring you $1290 right now?,Did I mention that water is covered? My old apartment I had to pay fifty extra bucks a month for water!
